Reaction,EC number,Gibbs-0,KEGG,Reaction-Direction
RXN-13694,EC-3.2.1.149,-3.1130066,,PHYSIOL-LEFT-TO-RIGHT
RXN1G-471,EC-1.3.1.M4,34.414047,,RIGHT-TO-LEFT
RXN-12990,EC-1.14.13,-104.4205,,PHYSIOL-LEFT-TO-RIGHT
RXN-12173,EC-4.2.2.23,323.11276,,LEFT-TO-RIGHT
RXN-11592,EC-2.1.1.177,-27.282227,,PHYSIOL-LEFT-TO-RIGHT
RXN-14423,EC-1.14.11,-123.36398,,PHYSIOL-LEFT-TO-RIGHT
RXN-11253,,,,LEFT-TO-RIGHT
RXN-17351,EC-1.10.3.2,,,LEFT-TO-RIGHT
RXN-12050,,,,LEFT-TO-RIGHT
RXN1G-408,EC-1.1.1.M9,20.375732,,RIGHT-TO-LEFT
RXN-4314,,-0.73298645,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R08070'>R08070</a>,LEFT-TO-RIGHT
RXN-14960,,-20.21524,,LEFT-TO-RIGHT
RXN-11573,EC-2.1.1.187,-27.282257,,PHYSIOL-LEFT-TO-RIGHT
2.1.1.84-RXN,EC-2.1.1.84,-4.360016,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R04505'>R04505</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-16419,,,,
RXN-11480,EC-1.1.1.100,20.375732,,RIGHT-TO-LEFT
RXN-15695,,-7.757202,,PHYSIOL-LEFT-TO-RIGHT
3.1.2.27-RXN,EC-3.1.2.27,-6.3772125,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R07296'>R07296</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-17228,EC-2.1.1.M12,-4.3599854,,LEFT-TO-RIGHT
RXN-14126,EC-3.1.3.6,32.26703,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R01562'>R01562</a>,LEFT-TO-RIGHT
RXN1G-355,EC-4.2.1.M1,22.705244,,LEFT-TO-RIGHT
RXN-11199,,,,LEFT-TO-RIGHT
4-HYDROXYBENZOATE--COA-LIGASE-RXN,EC-6.2.1.27,-12.71167,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R01300'>R01300</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-9285,EC-4.1.1,0.5239258,,LEFT-TO-RIGHT
RXN-14844,EC-5.5.1.23,3.2100048,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R06681'>R06681</a>,RIGHT-TO-LEFT
RXN0-3741,EC-3.1.3.89,-3.0541382,,LEFT-TO-RIGHT
RXN-12461,EC-2.1.1.229,-34.271057,,PHYSIOL-LEFT-TO-RIGHT
2.8.2.7-RXN,EC-2.8.2.7,6.2734375,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R04476'>R04476</a>,
RXN-8395,,3.499998,,
RXN1G-296,EC-2.3.1,-1644.7526,,LEFT-TO-RIGHT
RXN-7461,EC-2.5.1.52,-0.098228455,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R04091'>R04091</a>,LEFT-TO-RIGHT
NUCLEOSIDE-PHOSPHATE-KINASE-RXN,EC-2.7.4.4,-0.7858887,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R00334'>R00334</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-12380,EC-2.1.1.215,,,PHYSIOL-LEFT-TO-RIGHT
RXN-9158,EC-1.1.1.341,-1.6264648,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R08711'>R08711</a>,
RXN-16902,EC-1.14.11.M1,-109.62001,,LEFT-TO-RIGHT
RXN1G-26,EC-2.3.1.M1,-6.862915,,LEFT-TO-RIGHT
RXN-10460,EC-1.5.3.13,-23.452995,,PHYSIOL-LEFT-TO-RIGHT
13-BETA-OLIGOGLUCAN-PHOSPHORYLASE-RXN,EC-2.4.1.30,-66.098755,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R03116'>R03116</a>,
RXN-17653,,,,
ETHYL-RXN,EC-1.14.17.4,-69.29988,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R07214'>R07214</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-10462,EC-2.3.1.15,-75.507935,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R09380'>R09380</a>,LEFT-TO-RIGHT
RXN-9823,,6.8976135,,LEFT-TO-RIGHT
RXN-4544,,,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R08077'>R08077</a>,PHYSIOL-LEFT-TO-RIGHT
MONOMETHYL-SULFATASE-RXN,EC-3.1.6.16,-48.76123,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R01145'>R01145</a>,PHYSIOL-LEFT-TO-RIGHT
2.4.1.179-RXN,EC-2.4.1.179,-95.8136,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R04431'>R04431</a>,
RXN1G-172,EC-2.3.1.M2,-6.862915,,LEFT-TO-RIGHT
RXN-13471,EC-2.4.1.126,19.016602,,LEFT-TO-RIGHT
RXN-12702,EC-6.2.1.42,-12.71167,,PHYSIOL-LEFT-TO-RIGHT
RXN-11866,EC-2.1.1.200 // EC-2.1.1.205,-24.902252,,PHYSIOL-LEFT-TO-RIGHT
RXN-9679,,-13.110001,"<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R07243'>R07243</a>"" // ""<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R07243'>R07243</a>",PHYSIOL-LEFT-TO-RIGHT
RXN-8823,EC-1.13.11,-71.75413,,PHYSIOL-LEFT-TO-RIGHT
RXN-11023,EC-2.5.1.86,-91.000244,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R09244'>R09244</a>,LEFT-TO-RIGHT
R463-RXN,,5.032875,,
PROTEIN-ARGININE-DEIMINASE-RXN,EC-3.5.3.15,8.269243,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R02621'>R02621</a>,LEFT-TO-RIGHT
RXN-12572,EC-1.3.8,-11.225464,,LEFT-TO-RIGHT
RXN-11731,EC-4.1.2.47,,,
RXN-16626,EC-1.1.1.100,20.375732,,PHYSIOL-RIGHT-TO-LEFT
RXN-16167,EC-5.1.3,0,,REVERSIBLE
RXN-15388,EC-2.3.1,7.6293945E-005,,LEFT-TO-RIGHT
R123-RXN,|EC-3.5.4.r|,-15.553001,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R05560'>R05560</a>,LEFT-TO-RIGHT
ISOCHORMAT-RXN,EC-3.3.2.1,-11.808899,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R03037'>R03037</a>,LEFT-TO-RIGHT
RXN1G-1130,EC-1.3.1.M4,34.414047,,RIGHT-TO-LEFT
RXN-13920,EC-2.1.1,-2.905899,,PHYSIOL-LEFT-TO-RIGHT
RXN-13163,EC-4.2.1.33,-1.42,,REVERSIBLE
RXN-15284,EC-6.1.2.2,-32.4588,,PHYSIOL-LEFT-TO-RIGHT
TRYPTOPHAN-5-MONOOXYGENASE-RXN,EC-1.14.16.4,-122.429,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R07213'>R07213</a>,PHYSIOL-LEFT-TO-RIGHT
NITRATE-REDUCTASE-CYTOCHROME-RXN,EC-1.9.6.1,-74.12053,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R03071'>R03071</a>,PHYSIOL-LEFT-TO-RIGHT
ALLYSINE-DEHYDROG-RXN,EC-1.2.1.31,-13.105316,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R03102'>R03102</a>,
RXN-525,EC-1.14.13.21,-93.354675,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R03124'>R03124</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-13044,,-24.774113,,LEFT-TO-RIGHT
RXN-14580,EC-3.2.1.194,,,PHYSIOL-LEFT-TO-RIGHT
RXN-16573,EC-2.4.99.21,-442.72818,,LEFT-TO-RIGHT
1.1.1.152-RXN,EC-1.1.1.152,-0.37817383,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R04309'>R04309</a>,
RXN-12218,EC-3.1.3,,,PHYSIOL-LEFT-TO-RIGHT
RXN-15878,EC-1.17.7.3,187.21136,,PHYSIOL-RIGHT-TO-LEFT
RXN0-745,EC-1.17.4.2,-77.85193,,PHYSIOL-RIGHT-TO-LEFT
KETOISOCAPROATE-RXN,EC-1.2.4.4,-111.767105,,PHYSIOL-LEFT-TO-RIGHT
RXN-8155,EC-2.4.1.263,6.5517273,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R07575'>R07575</a>,LEFT-TO-RIGHT
5.1.3.20-RXN,EC-5.1.3.20,0,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R05176'>R05176</a>,LEFT-TO-RIGHT
RXN-4621,EC-1.5.99,23.280426,,LEFT-TO-RIGHT
RXN-17395,EC-1.1.1.393,,,REVERSIBLE
RXN-16667,EC-1.1.1,-0.16653442,,LEFT-TO-RIGHT
RXN0-5387,EC-1.6.5,6.3529053,,PHYSIOL-LEFT-TO-RIGHT
RXN-15737,EC-1.14.13,-120.15753,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R10361'>R10361</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-15003,EC-6.3.2,-70.0108,,PHYSIOL-LEFT-TO-RIGHT
GCVT-RXN,EC-2.1.2.10,37.564484,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R04125'>R04125</a>,REVERSIBLE
D-GLUTAMINASE-RXN,EC-3.5.1.35,-7.907112,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R01579'>R01579</a>,
RXN-775,EC-1.1,,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R07449'>R07449</a>,LEFT-TO-RIGHT
4.1.2.18-RXN,EC-4.1.2.18,0.54000854,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R01784'>R01784</a>,REVERSIBLE
3.1.3.46-RXN,EC-3.1.3.46,11.9835205,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R00763'>R00763</a>,PHYSIOL-LEFT-TO-RIGHT
SERINE-O-ACETTRAN-RXN,EC-2.3.1.30,-5.660034,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R00586'>R00586</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-10739,EC-1.1.3,-27.989998,,PHYSIOL-LEFT-TO-RIGHT
RXN0-5038,EC-3.1.4.53,-60.712227,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R00191'>R00191</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-9338,,65.54242,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R09089'>R09089</a>,LEFT-TO-RIGHT
RXN-8602,EC-4.2.3,-64.03998,,PHYSIOL-LEFT-TO-RIGHT
BARBITURASE-RXN,EC-3.5.2.1,18.695244,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R02139'>R02139</a>,LEFT-TO-RIGHT
RXN-7594,,-6.6612244,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R00270'>R00270</a>,LEFT-TO-RIGHT
RXN-1827,EC-3.2.1.2,-114.650635,,PHYSIOL-LEFT-TO-RIGHT
RXN-11469,EC-3.2.1.175,-2.7671208,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R09723'>R09723</a>,PHYSIOL-LEFT-TO-RIGHT
RXN66-315,,-79.62764,,PHYSIOL-LEFT-TO-RIGHT
RXN-10615,EC-2.8.2.1,8.1458435,,LEFT-TO-RIGHT
ORNITHINE-RACEMASE-RXN,EC-5.1.1.12,0,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R00672'>R00672</a>,REVERSIBLE
RXN-13633,,-4.360016,,PHYSIOL-LEFT-TO-RIGHT
RXN3O-203,,24.629,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R07497'>R07497</a>,LEFT-TO-RIGHT
RXN-9662,EC-1.3.1.9,34.414032,,RIGHT-TO-LEFT
RXN-14360,EC-5.3.3,0,,LEFT-TO-RIGHT
RXN-11185,EC-1.5.99.13,,,
RXN-13506,EC-1.14.13.173,-303.55273,,PHYSIOL-LEFT-TO-RIGHT
RXN-9858,EC-1.14.12,-76.8018,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R06856'>R06856</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-11985,,0.07395172,,LEFT-TO-RIGHT
RXN-16341,EC-2.1.1.M19,-4.3599854,,PHYSIOL-LEFT-TO-RIGHT
RXN-11064,,-0.8269005,,LEFT-TO-RIGHT
RXN-12742,EC-1.3.1,1.2635193,,
RXN-15894,EC-2.3.1,-166.98047,,PHYSIOL-LEFT-TO-RIGHT
2.1.1.115-RXN,EC-2.1.1.115,-22.660004,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R04713'>R04713</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-14071,,-111.06003,,PHYSIOL-LEFT-TO-RIGHT
RXN-14239,EC-2.4.1,19.016602,,LEFT-TO-RIGHT
RXN-16208,EC-1.8.1,29.039368,,REVERSIBLE
R63-RXN,EC-3.5.2,3.6969948,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R04026'>R04026</a>,IRREVERSIBLE-LEFT-TO-RIGHT
RXN-9632,EC-2.3.1.41,-15.261658,,LEFT-TO-RIGHT
RXN-17150,EC-3.5.1.9,-1.1171265,,PHYSIOL-LEFT-TO-RIGHT
1.14.13.10-RXN,EC-1.14.13.10,-93.14877,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R04130'>R04130</a>,PHYSIOL-LEFT-TO-RIGHT
1.5.1.27-RXN,EC-1.5.1.27,0.48446655,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R04695'>R04695</a>,
RXN-13955,EC-2.1.1.267,,,PHYSIOL-LEFT-TO-RIGHT
RXN-15430,EC-1.14.13,-88.65053,,PHYSIOL-LEFT-TO-RIGHT
RXN-14795,,-46.50244,,PHYSIOL-LEFT-TO-RIGHT
RXN-17037,EC-2.3.1,-3.6100159,,LEFT-TO-RIGHT
AMP-DEPHOSPHORYLATION-RXN,EC-3.1.3.5,6.127014,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R00183'>R00183</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-13201,,2.4770012,,LEFT-TO-RIGHT
RXN-8322,EC-1.14.19.22,-73.37753,,PHYSIOL-LEFT-TO-RIGHT
RXN-15781,,0,,LEFT-TO-RIGHT
GLYCEROL-DEHYDRATASE-RXN,EC-4.2.1.30,-6.4469986,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R01047'>R01047</a>,LEFT-TO-RIGHT
RXN-16839,EC-2.4.1,6.897644,,LEFT-TO-RIGHT
GAMMA-GLUTAMYLHISTAMINE-SYNTHASE-RXN,EC-6.3.2.18,-6.51178,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R07643'>R07643</a>,PHYSIOL-LEFT-TO-RIGHT
1.1.1.255-RXN,EC-1.1.1.255,2.541809,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R07135'>R07135</a>,REVERSIBLE
RXN-5501,,-5.814148,,PHYSIOL-LEFT-TO-RIGHT
RXN-9549,EC-3.1.2.14,303.82648,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R01706'>R01706</a>,PHYSIOL-LEFT-TO-RIGHT
2.7.7.11-RXN,EC-2.7.7.11,-103.30347,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R01471'>R01471</a>,REVERSIBLE
DMK-RXN,EC-2.5.1.74,-16.385834,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R05617'>R05617</a>,LEFT-TO-RIGHT
2.4.2.35-RXN,EC-2.4.2.35,-75.2713,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R03268'>R03268</a>,
RXN-8204,EC-2.3.1.215,-15.729065,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R06544'>R06544</a>,LEFT-TO-RIGHT
RXN-15933,EC-2.1.1,-33.160034,,PHYSIOL-LEFT-TO-RIGHT
RXN-9073,EC-1.10.3,,,PHYSIOL-LEFT-TO-RIGHT
2.3.1.89-RXN,EC-2.3.1.89,23.146973,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R04364'>R04364</a>,LEFT-TO-RIGHT
RXN-8949,EC-1.14.20.3,-129.37704,,PHYSIOL-LEFT-TO-RIGHT
6-PHOSPHO-BETA-GALACTOSIDASE-RXN,EC-3.2.1.85,89.32709,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R03255'>R03255</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-16721,,35.27542,,LEFT-TO-RIGHT
RXN-9526,EC-1.3.1.10 // EC-1.3.1.39 // EC-2.3.1.85 // EC-2.3.1.86,33.16577,,RIGHT-TO-LEFT
RXN-17599,|EC-1.1.1.dm|,,,
THREONINE-ALDOLASE-RXN,EC-4.1.2.48 // EC-4.1.2.5,1,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R00751'>R00751</a>,LEFT-TO-RIGHT
RXN-17496,EC-1.14.14.21,,,
DCTP-DEAM-RXN,EC-3.5.4.13,8.626892,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R02325'>R02325</a>,LEFT-TO-RIGHT
RXN0-6377,EC-1.7.1.4,-4.578247,,RIGHT-TO-LEFT
MANNPGUANYLTRANGDP-RXN,EC-2.7.7.22,3.432373,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R00883'>R00883</a>,
RXN-8767,EC-2.1.1.289,-52.055374,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R07775'>R07775</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-11840,EC-5.4.99.26,-13.899963,,PHYSIOL-LEFT-TO-RIGHT
STEROL-GLUCOSYLTRANSFERASE-RXN,EC-2.4.1.173,-95.8136,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R02113'>R02113</a>,
RXN-15281,EC-3.1.2,199.04529,,LEFT-TO-RIGHT
RXN-7798,EC-1.14.19.29,-52.835297,,PHYSIOL-LEFT-TO-RIGHT
RXN-9589,EC-2.4.2.41,-100.19275,,LEFT-TO-RIGHT
RXN-11664,,-1.3329926,,LEFT-TO-RIGHT
LANOSTEROL-SYNTHASE-RXN,EC-5.4.99.7,-120.019,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R03199'>R03199</a>,
RXN-8647,,-16.027,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R03058'>R03058</a>,LEFT-TO-RIGHT
RXN-10782,EC-2.8.2.1,8.145874,,LEFT-TO-RIGHT
RXN-8391,EC-2.3.1.179,-6.862915,,LEFT-TO-RIGHT
RXN-12496,EC-5.5.1.19,-43.53,,
HYDROXYDOCOSANOATE-TRANS-RXN,EC-2.4.1.158,6.8975525,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R04127'>R04127</a>,
XYLONATE-DEHYDRATASE-RXN,EC-4.2.1.82,-8.166992,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R02429'>R02429</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-11525,,-148.597,,LEFT-TO-RIGHT
BISPHOSPHOGLYCERATE-MUTASE-RXN,EC-5.4.2.4,-13.560547,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R01662'>R01662</a>,LEFT-TO-RIGHT
RXN-15224,EC-2.4.1.166,3.6800537,,LEFT-TO-RIGHT
RXN-9434,EC-1.1.1.296,-0.37820435,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R06384'>R06384</a>,LEFT-TO-RIGHT
GLYOXI-RXN,EC-4.4.1.5,10.27,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R02530'>R02530</a>,REVERSIBLE
RXN-14954,EC-2.8.3,143.79565,,REVERSIBLE
RXN-12972,EC-1.14.13.155,-89.29881,,PHYSIOL-LEFT-TO-RIGHT
RXN-14512,EC-3.1.3,7.2170105,,LEFT-TO-RIGHT
RXN-14688,EC-1.3.3.14,-24.960022,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R09335'>R09335</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-8099,EC-2.1.1.247,30.793365,,LEFT-TO-RIGHT
RXN-13675,EC-3.4.19.9,-0.46298218,,PHYSIOL-LEFT-TO-RIGHT
RXN-12153,EC-4.3.2,9.836456,,LEFT-TO-RIGHT
RXN-12330,EC-5.4.99.38,-34.56,,
RXN-14406,,-2.4658813,,LEFT-TO-RIGHT
2.4.1.119-RXN,EC-2.4.99.18,-1502.5264,,LEFT-TO-RIGHT
RXN-11236,EC-1.7.5.1,-97.134766,,REVERSIBLE
RXN-4282,EC-1.3.1.72,4.590683,,
RXN-17334,,,,LEFT-TO-RIGHT
RXN-15103,EC-2.3.1.239,15.191895,,LEFT-TO-RIGHT
RXN-12034,,,,LEFT-TO-RIGHT
RXN-14387,,,,LEFT-TO-RIGHT
RXN-15665,,-0.96998596,,LEFT-TO-RIGHT
RXN-14936,EC-2.8.3.21,0,,
3.2.1.161-RXN,EC-3.2.1.161,-3.113037,,PHYSIOL-LEFT-TO-RIGHT
2.1.1.28-RXN,EC-2.1.1.28,-10.459999,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R04033'>R04033</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-16404,EC-1.2.1.84,6.6829834,,LEFT-TO-RIGHT
RXN-17732,EC-1.14.19,,,LEFT-TO-RIGHT
2.1.1.127-RXN,EC-2.1.1.127,-123.35678,,PHYSIOL-LEFT-TO-RIGHT
PYRAZOLYLALANINE-SYNTHASE-RXN,EC-4.2.1.50,-1.317009,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R02378'>R02378</a>,
3.1.1.82-RXN,EC-3.1.1.82,-3.482994,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R08974'>R08974</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-3163,EC-3.1.1,-14.886112,,PHYSIOL-LEFT-TO-RIGHT
RXN-17200,,-12.505859,,
RXN-14109,EC-2.4.1.234,6.897583,,REVERSIBLE
3.8.1.11-RXN,EC-3.8.1.11,-5.2382355,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R07309'>R07309</a>,
RXN-9241,EC-1.14.3,,,PHYSIOL-LEFT-TO-RIGHT
PHOSPHATIDYLINOSITOL-DEACYLASE-RXN,EC-3.1.1.52,-13.038208,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R03360'>R03360</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-14828,EC-2.1.1.292,9.229004,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R06693'>R06693</a>,PHYSIOL-LEFT-TO-RIGHT
1.14.13.77-RXN,EC-1.14.13.77,-89.2805,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R06308'>R06308</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-17355,,,,PHYSIOL-LEFT-TO-RIGHT
RXN-17750,EC-3.1.4.3,,,PHYSIOL-LEFT-TO-RIGHT
3.5.1.70-RXN,EC-3.5.1.70,,,
2.7.8.6-RXN,EC-2.7.8.6,0.0001831055,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R01535'>R01535</a>,REVERSIBLE
RXN-8365,EC-1.14.19.35,-77.1221,,PHYSIOL-LEFT-TO-RIGHT
RXN-7303,EC-3.1.3.62,14.706421,,LEFT-TO-RIGHT
NITRATE-REDUCTASE-NADPH-RXN,EC-1.7.1.3,87.49054,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R00796'>R00796</a>,RIGHT-TO-LEFT
RXN-9988,EC-2.5.1.57,-7.482971,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R04435'>R04435</a>,LEFT-TO-RIGHT
RXN-9140,EC-4.2.3.152,-6.7400208,,PHYSIOL-LEFT-TO-RIGHT
RXN-16880,EC-2.1.1,-39.742264,,LEFT-TO-RIGHT
1.3.7.4-RXN,EC-1.3.7.4,-30.201736,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R03678'>R03678</a>,RIGHT-TO-LEFT
RXN-10443,EC-1.14.12.13,-88.52182,,PHYSIOL-LEFT-TO-RIGHT
RXN-662,EC-1.1.1,0.9918213,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R05232'>R05232</a>,REVERSIBLE
RXN-17635,,,,PHYSIOL-LEFT-TO-RIGHT
ENZRXN-201-RXN,EC-1.1.1,4.2835083,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R03545'>R03545</a>,REVERSIBLE
RXN-13359,EC-5.3.3,0,,LEFT-TO-RIGHT
RXN1F-461,EC-2.4.1.91,6.897644,,PHYSIOL-LEFT-TO-RIGHT
RXN-9798,EC-1.17.99,,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R08735'>R08735</a>,LEFT-TO-RIGHT
RXN-12853,,-95.24881,,
METHYLGUANIDINASE-RXN,EC-3.5.3.16,15.267002,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R01589'>R01589</a>,LEFT-TO-RIGHT
2.4.1.150-RXN,EC-2.4.1.150,-126.627075,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R02790'>R02790</a>,LEFT-TO-RIGHT
RXN-17222,EC-2.3.1.M4,496.60254,,LEFT-TO-RIGHT
RXN-13453,EC-3.2.1,-3.112976,,PHYSIOL-LEFT-TO-RIGHT
RXN-12682,EC-1.14.13.134,-104.09758,,PHYSIOL-LEFT-TO-RIGHT
RXN-10065,,-9.935875,,
RXN-9636,,-89.99466,,PHYSIOL-LEFT-TO-RIGHT
RXN-8805,EC-4.4.1.23,11.11,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R05762'>R05762</a>,RIGHT-TO-LEFT
RXN-16150,EC-2.3.1.23,-306.34357,,REVERSIBLE
R345-RXN,EC-6.3.5.10,-8.61084,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R05225'>R05225</a>,PHYSIOL-LEFT-TO-RIGHT
RXN0-7066,,-22.91877,,LEFT-TO-RIGHT
RXN-12545,EC-2.7.1.147,-13.311768,,LEFT-TO-RIGHT
RXN-11714,EC-2.5.1.94,-24.205894,,REVERSIBLE
RXN-13260,EC-2.3.1,,,LEFT-TO-RIGHT
RXN-13904,EC-2.4.1,8.351746,,LEFT-TO-RIGHT
RXN-15372,EC-2.3.1,12.119019,,LEFT-TO-RIGHT
RXN-15551,EC-4.2.1,3.7130432,,LEFT-TO-RIGHT
QUINATE-5-DEHYDROGENASE-RXN,EC-1.1.1.24,-0.37820435,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R01872'>R01872</a>,LEFT-TO-RIGHT
INDANOL-DEHYDROGENASE-RXN,EC-1.1.1.112,1.3896179,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R03583'>R03583</a>,
RXN-17159,EC-6.3.2,-118.28296,,LEFT-TO-RIGHT
ALKYLACETYLGLYCEROPHOSPHATASE-RXN,EC-3.1.3.59,-3.0541687,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R03454'>R03454</a>,PHYSIOL-LEFT-TO-RIGHT
RXN-13145,EC-2.4.1.301,3.777069,,LEFT-TO-RIGHT
RXN-13314,EC-2.4.1,6.897537,,LEFT-TO-RIGHT
RXN-15260,,18.515522,,LEFT-TO-RIGHT
TREHALOSEPHOSPHA-RXN,EC-3.1.3.12,7.217041,"<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R02778'>R02778</a>"" // ""<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R06228'>R06228</a>",PHYSIOL-LEFT-TO-RIGHT
RXN-13031,EC-3.5.1,111.8952,,LEFT-TO-RIGHT
--MENTHOL-DEHYDROGENASE-RXN,EC-1.1.1.207,-1.6264343,<a href='http://www.genome.jp/dbget-bin/www_bget?rn:R02177'>R02177</a>,RIGHT-TO-LEFT
