ID,NAME,REACTION,EC,GPR,LOWER.BOUND,UPPER.BOUND,OBJECTIVE,COMPARTMENT,SUBSYSTEM
R02740,alpha-D-Glucose 6-phosphate ketol-isomerase,alpha-D-Glucose 6-phosphate[c] <=> beta-D-Fructose 6-phosphate[c],5.3.1.9,( 102585856 and 102577825 ),-1000,1000,NA,c,Glycolysis / Gluconeogenesis
R03321,beta-D-Glucose 6-phosphate ketol-isomerase,beta-D-Glucose 6-phosphate[c] <=> beta-D-Fructose 6-phosphate[c],5.3.1.9,( 102585856 and 102577825 ),-1000,1000,NA,c,Glycolysis / Gluconeogenesis
R07618,enzyme N6-(dihydrolipoyl)lysine:NAD+ oxidoreductase,NAD+[c] + Enzyme N6-(dihydrolipoyl)lysine[c] <=> NADH[c] + H+[c] + Enzyme N6-(lipoyl)lysine[c],1.8.1.4,( 102602804 and 102599296 and 102605442 and 102577866 and 107062163 ),-1000,1000,NA,c,Glycolysis / Gluconeogenesis
R07807,,H2O[c] + G13032[c] <=> D-Galactose[c] + G06780[c],3.2.1.23,( 102586853 ),-1000,1000,NA,c,Glycosaminoglycan degradation
R07809,,H2O[c] + G13033[c] <=> N-Acetyl-D-galactosamine[c] + G08421[c],3.2.1.52,NA,-1000,1000,NA,c,Glycosaminoglycan degradation
R07815,acetyl-CoA:heparan-alpha-D-glucosaminide N-acetyltransferase,Acetyl-CoA[c] + G13037[c] <=> CoA[c] + G13038[c],2.3.1.78,( 102583316 and 102589569 and 102591964 and 102603038 and 102588857 and 102582753 ),-1000,1000,NA,c,Glycosaminoglycan degradation
R07816,,H2O[c] + G13038[c] <=> N-Acetyl-D-glucosamine[c] + G13039[c],3.2.1.50,( 102580602 and 102580714 ),-1000,1000,NA,c,Glycosaminoglycan degradation
R06010,,H2O[c] + G00110[c] <=> D-Galactose[c] + G00109[c],3.2.1.23,( 102586853 ),-1000,1000,NA,c,Glycosphingolipid biosynthesis - ganglio series
R05960,,Lactosylceramide[c] + UDP-D-galactose[c] <=> Globotriaosylceramide[c] + UDP[c],2.4.1.228,( 102603042 and 102584175 and 102589435 ),-1000,1000,NA,c,Glycosphingolipid biosynthesis - globo series
R05961,,H2O[c] + Globotriaosylceramide[c] <=> D-Galactose[c] + Lactosylceramide[c],3.2.1.22        3.2.1.47,( 102582623 and 102601840 and 102601663 ),-1000,1000,NA,c,Glycosphingolipid biosynthesis - globo series
R05916,,1-Phosphatidyl-D-myo-inositol[c] + UDP-N-acetyl-D-glucosamine[c] <=> G00143[c] + UDP[c],2.4.1.198,( 102597609 ) or ( 102590580 ) or ( 102593563 and 102602237 ) or ( 102602534 ) or ( 102581991 and 102582663 ) or ( 102584062 and 102586050 ),-1000,1000,NA,c,Glycosylphosphatidylinositol(GPI)-anchor biosynthesis
R05917,,H2O[c] + G00143[c] <=> Acetate[c] + G00144[c],3.5.1.89,( 102587734 and 102587610 ),-1000,1000,NA,c,Glycosylphosphatidylinositol(GPI)-anchor biosynthesis
R05918,,Palmitoyl-CoA[c] + G00144[c] <=> CoA[c] + G00145[c],2.3.-.-,( 102600940 ),-1000,1000,NA,c,Glycosylphosphatidylinositol(GPI)-anchor biosynthesis
R05919,,G00145[c] + Dolichyl phosphate D-mannose[c] <=> G00146[c] + Dolichyl phosphate[c],,( 102581482 ) or ( 102580422 ),-1000,1000,NA,c,Glycosylphosphatidylinositol(GPI)-anchor biosynthesis
R05921,,G00147[c] + Dolichyl phosphate D-mannose[c] <=> G00148[c] + Dolichyl phosphate[c],2.4.1.-,( 102605992 ),-1000,1000,NA,c,Glycosylphosphatidylinositol(GPI)-anchor biosynthesis
R05922,,G00148[c] + Dolichyl phosphate D-mannose[c] <=> G00149[c] + Dolichyl phosphate[c],2.4.1.-,( 102588538 ),-1000,1000,NA,c,Glycosylphosphatidylinositol(GPI)-anchor biosynthesis
R08107,,Phosphatidylethanolamine[c] + G00149[c] <=> Diacylglycerol[c] + G13044[c],,( 102585809 and 102589397 ) or ( 102595821 ),-1000,1000,NA,c,Glycosylphosphatidylinositol(GPI)-anchor biosynthesis
R00519,Formate:NAD+ oxidoreductase,NAD+[c] + Formate[c] <=> NADH[c] + CO2[c] + H+[c],1.2.1.2,( 102577429 ),-1000,1000,NA,c,Glyoxylate and dicarboxylate metabolism
R00717,Glycolate:NAD+ oxidoreductase,NAD+[c] + Glycolate[c] <=> NADH[c] + Glyoxylate[c] + H+[c],1.1.1.26        1.1.1.29,NA,-1000,1000,NA,c,Glyoxylate and dicarboxylate metabolism
R01745,(R)-Glycerate:NAD+ oxidoreductase,NAD+[c] + D-Glycerate[c] <=> NADH[c] + H+[c] + 2-Hydroxy-3-oxopropanoate[c],1.1.1.60,NA,-1000,1000,NA,c,Glyoxylate and dicarboxylate metabolism
R01747,(R)-Glycerate:NADP+ oxidoreductase,NADP+[c] + D-Glycerate[c] <=> NADPH[c] + H+[c] + 2-Hydroxy-3-oxopropanoate[c],1.1.1.60,NA,-1000,1000,NA,c,Glyoxylate and dicarboxylate metabolism
R00945,"5,10-Methylenetetrahydrofolate:glycine hydroxymethyltransferase","5,10-Methylenetetrahydrofolate[c] + Glycine[c] + H2O[c] <=> Tetrahydrofolate[c] + L-Serine[c]",2.1.2.1,( 102603398 and 102596065 and 102591486 and 102605665 and 102599354 and 102582524 and 102580488 and 107058768 and 107058680 ),-1000,1000,NA,c,Glyoxylate and dicarboxylate metabolism (module Photorespiration)
R00588,L-Serine:glyoxylate aminotransferase,Glyoxylate[c] + L-Serine[c] <=> Glycine[c] + Hydroxypyruvate[c],2.6.1.45,( 102592345 ),-1000,1000,NA,c,Glyoxylate and dicarboxylate metabolism (module Photorespiration)
R01514,ATP:(R)-glycerate 3-phosphotransferase,ATP[c] + D-Glycerate[c] => ADP[c] + 3-Phospho-D-glycerate[c],2.7.1.31,( 102598451 ),0,1000,NA,c,Glyoxylate and dicarboxylate metabolism (module Photorespiration)
R01388,D-Glycerate:NAD+ 2-oxidoreductase,NAD+[c] + D-Glycerate[c] <=> NADH[c] + H+[c] + Hydroxypyruvate[c],1.1.1.26        1.1.1.29        1.1.1.81,( 102601319 ) or ( 102591956 and 102589963 and 102591611 and 102597677 and 102603221 and 102603560 ),-1000,1000,NA,c,Glyoxylate and dicarboxylate metabolism (module Photorespiration)
R01071,1-(5-phospho-D-ribosyl)-ATP:diphosphate phospho-alpha-D-ribosyl-transferase,Diphosphate[c] + 1-(5-Phospho-D-ribosyl)-ATP[c] <=> ATP[c] + 5-Phospho-alpha-D-ribose 1-diphosphate[c],2.4.2.17,( 102596899 ),-1000,1000,NA,c,Histidine metabolism
R03243,5-Amino-2-oxopentanoate:2-oxoglutarate aminotransferase,2-Oxoglutarate[c] + L-Histidinol phosphate[c] <=> L-Glutamate[c] + 3-(Imidazol-4-yl)-2-oxopropyl phosphate[c],2.6.1.9,( 102597587 ),-1000,1000,NA,c,Histidine metabolism
R03738,3-alpha(S)-Strictosidine tryptamine-lyase,H2O[c] + 3-alpha(S)-Strictosidine[c] <=> Tryptamine[c] + Secologanin[c],4.3.3.2,NA,-1000,1000,NA,c,
R05825,polyneuridine aldehyde hydrolase (decarboxylating),H2O[c] + Polyneuridine aldehyde[c] <=> CO2[c] + Methanol[c] + 16-Epivellosimine[c],3.1.1.78,NA,-1000,1000,NA,c,
R03479,"ATP:1D-myo-inositol-3,4,5,6-tetrakisphosphate 1-phosphotransferase","ATP[c] + 1D-myo-Inositol 3,4,5,6-tetrakisphosphate[c] => ADP[c] + 1D-myo-Inositol 1,3,4,5,6-pentakisphosphate[c]",2.7.1.134,( 102584612 and 102598871 and 102585707 and 102593136 and 102577926 and 107060680 and 102587174 ),0,1000,NA,c,Inositol phosphate metabolism
R05202,"ATP:1D-myo-inositol 1,3,4,5,6-pentakisphosphate 2-phosphotransferase","ADP[c] + myo-Inositol hexakisphosphate[c] <=> ATP[c] + 1D-myo-Inositol 1,3,4,5,6-pentakisphosphate[c]",2.7.1.158,( 102599880 ),-1000,1000,NA,c,Inositol phosphate metabolism
R06366,Aldehyde:NAD+ oxidoreductase,H2O[c] + NAD+[c] + Perillyl aldehyde[c] => NADH[c] + H+[c] + Perillic acid[c],1.2.1.3,( 102591315 and 102591095 and 102587253 and 102601322 and 102588058 and 102597448 and 102594797 and 102596127 ),0,1000,NA,c,Limonene and pinene degradation
R06406,alpha-Pinene monooxygenase,alpha-Pinene[c] + NADH[c] + H+[c] + Oxygen[c] <=> alpha-Pinene-oxide[c] + NAD+[c] + H2O[c],1.14.13.-,NA,-1000,1000,NA,c,Limonene and pinene degradation
R06401,alpha-Pinene dehydrogenase,alpha-Pinene[c] + Reduced acceptor[c] + Oxygen[c] <=> Myrtenol[c] + H2O[c] + Acceptor[c],1.14.-.-,( 102605728 ),-1000,1000,NA,c,Limonene and pinene degradation
R07064,Phosphatidylcholine 2-acylhydrolase,H2O[c] + Phosphatidylcholine[c] <=> Linoleate[c] + 1-Acyl-sn-glycero-3-phosphocholine[c],3.1.1.4,( 102583349 ) or ( 102603740 and 102582532 ),-1000,1000,NA,c,Linoleic acid metabolism
R07766,octanoyl-[acp]:protein N6-octanoyltransferase,Octanoyl-[acp][c] + Apoprotein[c] <=> Acyl-carrier protein[c] + Protein N6-(octanoyl)lysine[c],2.3.1.181,( 102584818 and 102599786 and 102589650 and 102588002 ),-1000,1000,NA,c,Lipoic acid metabolism
R07767,protein N6-(octanoyl)lysine:sulfur sulfurtransferase,2 S-Adenosyl-L-methionine[c] + Protein N6-(octanoyl)lysine[c] + 2 Sulfur donor[c] <=> 2 L-Methionine[c] + 2 5'-Deoxyadenosine[c] + Protein N6-(lipoyl)lysine[c],2.8.1.8,( 102581126 and 102601496 ),-1000,1000,NA,c,Lipoic acid metabolism
R07768,octanoyl-[acp]:sulfur sulfurtransferase,2 S-Adenosyl-L-methionine[c] + Octanoyl-[acp][c] + 2 Sulfur donor[c] <=> 2 L-Methionine[c] + 2 5'-Deoxyadenosine[c] + Lipoyl-[acp][c],2.8.1.8,( 102581126 and 102601496 ),-1000,1000,NA,c,Lipoic acid metabolism
R07769,lipoyl-[acp]:protein N6-lipoyltransferase,Lipoyl-[acp][c] + Apoprotein[c] <=> Acyl-carrier protein[c] + Protein N6-(lipoyl)lysine[c],2.3.1.181,( 102584818 and 102599786 and 102589650 and 102588002 ),-1000,1000,NA,c,Lipoic acid metabolism
R03351,CTP:3-deoxy-D-manno-octulosonate cytidylyltransferase,CTP[c] + 3-Deoxy-D-manno-octulosonate[c] <=> Diphosphate[c] + CMP-3-deoxy-D-manno-octulosonate[c],2.7.7.38,( 102596291 ),-1000,1000,NA,c,
R04567,(R)-3-Hydroxytetradecanoly-[acyl-carrier-protein]:UDP-N-acetyl-glucosamine 3-O-(3-hydroxytetradecanoyl)transferase,UDP-N-acetyl-D-glucosamine[c] + (3R)-3-Hydroxytetradecanoyl-[acyl-carrier protein][c] <=> Acyl-carrier protein[c] + UDP-3-O-(3-hydroxytetradecanoyl)-N-acetylglucosamine[c],2.3.1.129,( 102586838 ),-1000,1000,NA,c,
R04606,"UDP-2,3-bis(3-hydroxytetradecanoyl)-beta-D-glucosamine:2,3-bis-(3-hydroxytetradecanoyl)-beta-D-glucosaminyl-1-phosphate","UDP-2,3-bis(3-hydroxytetradecanoyl)glucosamine[c] + 2,3-Bis(3-hydroxytetradecanoyl)-beta-D-glucosaminyl 1-phosphate[c] <=> UDP[c] + 2,3,2',3'-Tetrakis(3-hydroxytetradecanoyl)-D-glucosaminyl-1,6-beta-D-glucosamine 1-phosphate[c]",2.4.1.182,( 102585460 ),-1000,1000,NA,c,
R04658,,"CMP-3-deoxy-D-manno-octulosonate[c] + 2,3,2'3'-Tetrakis(3-hydroxytetradecanoyl)-D-glucosaminyl-1,6-beta-D-glucosamine 1,4'-bisphosphate[c] <=> CMP[c] + 3-Deoxy-D-manno-octulosonyl-lipid IV(A)[c]",2.-.-.-,( 102593521 ),-1000,1000,NA,c,
R05074,,CMP-3-deoxy-D-manno-octulosonate[c] + 3-Deoxy-D-manno-octulosonyl-lipid IV(A)[c] <=> CMP[c] + Di[3-deoxy-D-manno-octulosonyl]-lipid IV(A)[c],2.-.-.-,( 102593521 ),-1000,1000,NA,c,
R04199,"2,3,4,5-Tetrahydrodipicolinate:NADP+ oxidoreductase","NADP+[c] + 2,3,4,5-Tetrahydrodipicolinate[c] <=> NADPH[c] + H+[c] + L-2,3-Dihydrodipicolinate[c]",1.3.1.26,NA,-1000,1000,NA,c,Lysine biosynthesis
R07613,"LL-2,6-diaminoheptanedioate:2-oxoglutarate aminotransferase","2-Oxoglutarate[c] + LL-2,6-Diaminoheptanedioate[c] <=> H2O[c] + L-Glutamate[c] + 2,3,4,5-Tetrahydrodipicolinate[c]",2.6.1.83,( 102597847 and 102580299 ),-1000,1000,NA,c,Lysine biosynthesis
R02735,"LL-2,6-Diaminoheptanedioate 2-epimerase","LL-2,6-Diaminoheptanedioate[c] <=> meso-2,6-Diaminoheptanedioate[c]",5.1.1.7,( 102588220 ),-1000,1000,NA,c,Lysine biosynthesis
R03098,L-2-aminoadipate-6-semialdehyde:NAD(P)+ 6-oxidoreductase;,L-2-Aminoadipate[c] + ATP[c] <=> L-2-Aminoadipate adenylate[c] + Diphosphate[c],1.2.1.31,( 102598345 ),-1000,1000,NA,c,Lysine biosynthesis
R02204,"L-Pipecolate:oxygen 1,6-oxidoreductase","Oxygen[c] + L-Pipecolate[c] => Hydrogen peroxide[c] + (S)-2,3,4,5-Tetrahydropyridine-2-carboxylate[c]",1.5.3.7,( 102581785 ),0,1000,NA,c,Lysine degradation
R02313,ATP:L-2-aminoadipate 6-O-adenylyltransferase,"H2O[c] + NAD+[c] + N6-(L-1,3-Dicarboxypropyl)-L-lysine[c] <=> NADH[c] + L-Glutamate[c] + H+[c] + L-2-Aminoadipate 6-semialdehyde[c]",1.5.1.9,( 102586908 ),-1000,1000,NA,c,Lysine degradation
R01939,L-2-aminoadipate:2-oxoglutarate aminotransferase,L-2-Aminoadipate[c] + 2-Oxoglutarate[c] <=> 2-Oxoadipate[c] + L-Glutamate[c],2.6.1.39,NA,-1000,1000,NA,c,Lysine degradation
R00527,S-Formylglutathione hydrolase,H2O[c] + S-Formylglutathione[c] => Glutathione[c] + Formate[c],3.1.2.12,( 102593609 ),0,1000,NA,c,Carbon metabolism
R00602,methanol:hydrogen-peroxide oxidoreductase,Hydrogen peroxide[c] + Methanol[c] => 2 H2O[c] + Formaldehyde[c],1.11.1.6        1.11.1.7,( 102606008 and 102595940 and 102587618 and 102594314 and 102598276 and 102581043 and 102596217 and 102586311 and 102602226 and 102578391 and 102580657 and 102586957 and 102587612 and 102590326 and 102601994 and 102597303 and 102593546 and 102585990 and 102586327 and 102604601 and 102592844 and 102591823 and 102602103 and 102585502 and 102591916 and 102588377 and 102600390 and 102581939 and 102581969 and 102592332 and 102590031 and 102578144 and 102601606 and 102597050 and 102587127 and 102602247 and 102581076 and 102585258 and 102596033 and 102599828 and 102578497 and 102578844 and 102592222 and 102595116 and 102598634 and 102606159 and 102580868 and 102581336 and 102596274 and 102597272 and 102589695 and 102590030 and 102593714 and 102596602 and 102599553 and 102587234 and 102584546 and 102604048 and 102592830 and 102603002 and 102591535 and 102580092 and 102605677 and 102588249 and 102590446 and 102582282 and 102595823 and 102599501 and 102603430 and 102589372 and 102603099 and 102592018 and 102604538 and 102585597 and 102595600 and 102594073 and 102593430 and 102593757 and 102588050 and 102590852 and 102592433 and 102593660 and 102592776 and 102582401 and 102592099 and 102593113 and 102578600 and 102602219 and 102593508 and 102586652 and 102587638 and 102587115 and 102597489 and 102594431 and 102587446 and 102581669 and 102583921 and 102577694 and 102605292 and 102593639 and 102591445 and 102593170 and 102597377 and 102587386 and 102585345 and 107059354 and 107059468 and 102582765 and 102594915 and 107057931 and 107057932 and 107057722 and 107058030 and 102587355 and 107058562 and 107058565 and 107057699 and 107057716 and 107063518 ) or ( 102598238 and 102577720 and 102577441 ) or ( 102604099 ),0,1000,NA,c,Carbon metabolism
R00762,"D-Fructose-1,6-bisphosphate 1-phosphohydrolase","H2O[c] + D-Fructose 1,6-bisphosphate[c] => Orthophosphate[c] + D-Fructose 6-phosphate[c]",3.1.3.11,( 102590424 and 102590778 and 102588370 and 102588954 and 102599458 and 102577434 ),0,1000,NA,c,Carbon metabolism
R01068,"D-fructose-1,6-bisphosphate D-glyceraldehyde-3-phosphate-lyase (glycerone-phosphate-forming)","D-Fructose 1,6-bisphosphate[c] <=> Glycerone phosphate[c] + D-Glyceraldehyde 3-phosphate[c]",4.1.2.13,( 102577529 and 102577738 and 102577842 and 102606020 and 102577880 and 102577677 and 102577667 and 102580344 ),-1000,1000,NA,c,Carbon metabolism
R06983,S-(hydroxymethyl)glutathione dehydrogenase,NAD+[c] + S-(Hydroxymethyl)glutathione[c] => NADH[c] + H+[c] + S-Formylglutathione[c],1.1.1.284,( 102583926 and 102584141 and 102589498 and 102581826 and 102583366 and 102577476 and 102583816 and 102591308 ),0,1000,NA,c,Carbon metabolism
R02009,geranyldiphosphate diphosphate-lyase (myrcene-forming),Geranyl diphosphate[c] => Diphosphate[c] + Myrcene[c],4.2.3.15,NA,0,1000,NA,c,Monoterpenoid biosynthesis
R02548,(+)-neomenthol:NADP+ oxidoreductase,NADP+[c] + (+)-Neomenthol[c] <=> NADPH[c] + H+[c] + (-)-Menthone[c],1.1.1.208,( 102582452 and 102579253 and 102588739 and 102589715 and 102606373 and 102592171 and 102590047 and 107061804 ),-1000,1000,NA,c,Monoterpenoid biosynthesis
R06421,,Geranyl diphosphate[c] <=> (-)-alpha-Terpineol[c],4.2.3.-,NA,-1000,1000,NA,c,Monoterpenoid biosynthesis
R07631,geranyl-diphosphate diphosphate-lyase [(3S)-linalool-forming],H2O[c] + Geranyl diphosphate[c] => Diphosphate[c] + (+)-Linalool[c],4.2.3.25,( 102592813 and 102580873 ),0,1000,NA,c,Monoterpenoid biosynthesis
R01005,UDPglucose:dolichyl-phosphate beta-D-glucosyltransferase,UDP-glucose[c] + Dolichyl phosphate[c] <=> UDP[c] + Dolichyl beta-D-glucosyl phosphate[c],2.4.1.117,( 102582503 ),-1000,1000,NA,c,N-Glycan biosynthesis
R01009,GDPmannose:dolichyl-phosphate O-beta-D-mannosyltransferase,GDP-mannose[c] + Dolichyl phosphate[c] <=> GDP[c] + Dolichyl phosphate D-mannose[c],2.4.1.83,( 102596162 ) or ( 102584062 and 102586050 ) or ( 102600116 ),-1000,1000,NA,c,N-Glycan biosynthesis
R01018,CTP:dolichol O-phosphotransferase,CTP[c] + Dolichol[c] => Dolichyl phosphate[c] + CDP[c],2.7.1.108,( 102589990 ),0,1000,NA,c,N-Glycan biosynthesis
R05969,UDP-N-acetyl-D-glucosamine:dolichyl-phosphate N-acetyl-D-glucosamine phosphotransferase,UDP-N-acetyl-D-glucosamine[c] + Dolichyl phosphate[c] <=> UMP[c] + G00001[c],2.7.8.15,( 102598418 ),-1000,1000,NA,c,N-Glycan biosynthesis
R05970,,"G00001[c] + UDP-N-acetyl-D-glucosamine[c] <=> N,N'-Chitobiosyldiphosphodolichol[c] + UDP[c]",2.4.1.141,( 102601270 and 102596745 ) or ( 102577504 ),-1000,1000,NA,c,N-Glycan biosynthesis
R05972,,"N,N'-Chitobiosyldiphosphodolichol[c] + GDP-D-mannose[c] <=> G00003[c] + GDP[c]",2.4.1.142,( 102587872 ),-1000,1000,NA,c,N-Glycan biosynthesis
R05973,,G00003[c] + GDP-D-mannose[c] <=> G00004[c] + GDP[c],2.4.1.132,( 102603181 ),-1000,1000,NA,c,N-Glycan biosynthesis
R05982,,4 H2O[c] + G00011[c] <=> 4 D-Mannose[c] + G00012[c],3.2.1.113,( 102583221 and 102579892 and 102605487 ),-1000,1000,NA,c,N-Glycan biosynthesis
R05983,,G00012[c] + UDP-N-acetyl-D-glucosamine[c] <=> G00013[c] + UDP[c],2.4.1.101,( 102596963 ),-1000,1000,NA,c,N-Glycan biosynthesis
R05985,,G00014[c] + UDP-N-acetyl-D-glucosamine[c] <=> G00015[c] + UDP[c],2.4.1.143,( 102596137 ),-1000,1000,NA,c,N-Glycan biosynthesis
R05986,,G00015[c] + UDP-N-acetyl-D-glucosamine[c] <=> G00019[c] + UDP[c],2.4.1.144,( 102582440 and 102580443 and 102580971 and 102583339 and 102599985 ),-1000,1000,NA,c,N-Glycan biosynthesis
R06127,"GDP-mannose:glycolipid 1,2-alpha-D-mannosyltransferase",G00005[c] + GDP-D-mannose[c] <=> G10526[c] + GDP[c],2.4.1.131,( 102586948 ),-1000,1000,NA,c,N-Glycan biosynthesis
R06128,"GDP-mannose:glycolipid 1,2-alpha-D-mannosyltransferase",G10526[c] + GDP-D-mannose[c] <=> G00006[c] + GDP[c],2.4.1.131,( 102586948 ),-1000,1000,NA,c,N-Glycan biosynthesis
R06238,,G00004[c] + GDP-D-mannose[c] <=> G00005[c] + GDP[c],2.4.1.-,( 102603181 ),-1000,1000,NA,c,N-Glycan biosynthesis
R06258,,G00006[c] + Dolichyl phosphate D-mannose[c] <=> G10595[c] + Dolichyl phosphate[c],2.4.1.258,( 102598887 ),-1000,1000,NA,c,N-Glycan biosynthesis
R06259,,G10595[c] + Dolichyl phosphate D-mannose[c] <=> G10596[c] + Dolichyl phosphate[c],2.4.1.259,( 102605628 ),-1000,1000,NA,c,N-Glycan biosynthesis
R06260,,G10596[c] + Dolichyl phosphate D-mannose[c] <=> G10597[c] + Dolichyl phosphate[c],2.4.1.260,( 102579208 ),-1000,1000,NA,c,N-Glycan biosynthesis
R06261,,G10597[c] + Dolichyl phosphate D-mannose[c] <=> G00007[c] + Dolichyl phosphate[c],2.4.1.261,( 102605628 ),-1000,1000,NA,c,N-Glycan biosynthesis
R06262,,G00007[c] + Dolichyl D-glucosyl phosphate[c] <=> G10598[c] + Dolichyl phosphate[c],2.4.1.-,( 102604261 ),-1000,1000,NA,c,N-Glycan biosynthesis
R06263,,G10598[c] + Dolichyl D-glucosyl phosphate[c] <=> G10599[c] + Dolichyl phosphate[c],2.4.1.-,( 102587839 ),-1000,1000,NA,c,N-Glycan biosynthesis
R06264,,G10599[c] + Dolichyl D-glucosyl phosphate[c] <=> G00008[c] + Dolichyl phosphate[c],2.4.1.-,( 102605691 ),-1000,1000,NA,c,N-Glycan biosynthesis
R00104,ATP:NAD+ 2'-phosphotransferase,ATP[c] + NAD+[c] <=> NADP+[c] + ADP[c],2.7.1.23,( 102584378 and 102581847 and 102578444 and 102588143 ),-1000,1000,NA,c,Nicotinate and nicotinamide metabolism
R00137,ATP:nicotinamide-nucleotide adenylyltransferase,ATP[c] + Nicotinamide D-ribonucleotide[c] <=> NAD+[c] + Diphosphate[c],2.7.7.1         2.7.7.18,( 102581958 ),-1000,1000,NA,c,Nicotinate and nicotinamide metabolism
R03005,ATP:nicotinamide-nucleotide adenylyltransferase,ATP[c] + Nicotinate D-ribonucleotide[c] <=> Diphosphate[c] + Deamino-NAD+[c],2.7.7.1         2.7.7.18,( 102581958 ),-1000,1000,NA,c,Nicotinate and nicotinamide metabolism
R03346,Nicotinate D-ribonucleotide phosphohydrolase,H2O[c] + Nicotinate D-ribonucleotide[c] <=> Orthophosphate[c] + Nicotinate D-ribonucleoside[c],3.1.3.5,( 102603608 and 102604165 ) or ( 102599953 and 102600953 and 102588933 and 102581587 and 102583687 ) or ( 102604280 ),-1000,1000,NA,c,Nicotinate and nicotinamide metabolism
R03348,Nicotinate-nucleotide:pyrophosphate phosphoribosyltransferase (carboxylating),CO2[c] + Diphosphate[c] + Nicotinate D-ribonucleotide[c] <=> 5-Phospho-alpha-D-ribose 1-diphosphate[c] + Quinolinate[c],2.4.2.19,( 102580830 ),-1000,1000,NA,c,Nicotinate and nicotinamide metabolism
R00132,carbonate hydro-lyase (carbon-dioxide-forming);,Carbonic acid[c] <=> H2O[c] + CO2[c],4.2.1.1,( 102589374 and 102591490 and 102599109 and 102604042 ) or ( 102581683 and 102602780 and 102589383 and 102590661 and 102581352 and 102591252 and 102581001 and 102578758 ),-1000,1000,NA,c,Nitrogen metabolism
R01218,"5,10-methylenetetrahydrofolate:NAD+ oxidoreductase","NAD+[c] + 5,10-Methylenetetrahydrofolate[c] <=> NADH[c] + 5,10-Methenyltetrahydrofolate[c]",1.5.1.15,NA,-1000,1000,NA,c,One carbon pool by folate
R01655,"5,10-Methenyltetrahydrofolate 5-hydrolase (decyclizing)","H2O[c] + 5,10-Methenyltetrahydrofolate[c] <=> H+[c] + 10-Formyltetrahydrofolate[c]",3.5.4.9,NA,-1000,1000,NA,c,One carbon pool by folate
R02301,5-Formyltetrahydrofolate cyclo-ligase (ADP-forming),"ATP[c] + H+[c] + 5-Formyltetrahydrofolate[c] <=> ADP[c] + Orthophosphate[c] + 5,10-Methenyltetrahydrofolate[c]",6.3.3.2,( 102583821 and 102601010 ),-1000,1000,NA,c,One carbon pool by folate
R03940,10-Formyltetrahydrofolate:L-methionyl-tRNA N-formyltransferase,10-Formyltetrahydrofolate[c] + L-Methionyl-tRNA[c] <=> Tetrahydrofolate[c] + N-Formylmethionyl-tRNA[c],2.1.2.9,( 102599634 ),-1000,1000,NA,c,One carbon pool by folate
R04326,,"H2O[c] + 5,10-Methenyltetrahydrofolate[c] + 5'-Phosphoribosylglycinamide[c] <=> Tetrahydrofolate[c] + 5'-Phosphoribosyl-N-formylglycinamide[c]",2.1.2.2,( 102577623 ),-1000,1000,NA,c,One carbon pool by folate
R09295,GDP-beta-L-fucose:polypeptide O-alpha-L-fucosyltransferase,Protein serine[c] + GDP-L-fucose[c] <=> GDP[c] + G13052[c],2.4.1.221,( 102584575 and 102602087 ),-1000,1000,NA,c,Other types of O-glycan biosynthesis
RK0006,,ATP[c] + H+[c] + H2O[c] <=> ADP[c] + Orthophosphate[c] + H+[c],3.6.3.6        3.6.3.14,NA,-1000,1000,NA,c,Oxidative phosphorylation
RK0008,,NADH[c] <=> NAD+[c] + H+[c],1.6.5.3        1.6.99.3,NA,-1000,1000,NA,c,Oxidative phosphorylation
